"Mortality rate age 5-14 (10q5): the probability of dying between exact age 5 and exact age 15, expressed per 1,000 children aged 5",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Country_Name,Country_ISO,Series_Name,Series_Year,Indicator,Sex,Series_Type,Series_Category,Data_Collection_Method,Interval,Reference_Date,Estimates,Standard_Error_of_Estimates,Inclusion,DataCatalogID
Libya,LBY,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2009.5,5.52,0.2,0,586
Libya,LBY,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2010.5,5.62,0.2,0,586
Libya,LBY,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2016.5,4.74,0.18,0,586
Libya,LBY,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2017.5,4.97,0.2,0,586
Libya,LBY,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2020.5,3.01,0.15,0,586
Libya,LBY,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2021.5,3.02,0.15,0,586
Libya,LBY,PAPFAM Family Health Survey,2007,Mortality Rate age 5-14,Total,Direct,PAP,Full Birth Histories,6,1998.4,2.99,0.59,1,4527
Libya,LBY,PAPFAM Family Health Survey,2007,Mortality Rate age 5-14,Total,Direct,PAP,Full Birth Histories,6,2004.4,3.47,0.65,1,4527
Libya,LBY,PAPCHILD Maternal and Child Health Survey,1995,Mortality Rate age 5-14,Total,Direct,PAP,Full Birth Histories,6,1986,6.98,1.17,1,757
Libya,LBY,PAPCHILD Maternal and Child Health Survey,1995,Mortality Rate age 5-14,Total,Direct,PAP,Full Birth Histories,6,1992,8.5,1.33,1,757
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1959.5,7.87,0.37,0,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1960.5,6.59,0.34,0,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1961.5,6.1,0.32,0,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1962.5,6.81,0.33,0,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1963.5,6.16,0.31,0,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1964.5,6.21,0.31,0,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1965.5,5.78,0.3,0,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1966.5,4.83,0.28,0,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1967.5,5.23,0.29,0,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1968.5,4.7,0.28,0,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1969.5,4.77,0.29,0,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1970.5,4.98,0.3,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1971.5,5.57,0.32,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1972.5,5.28,0.31,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1973.5,4.23,0.28,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1974.5,3.92,0.26,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1975.5,5.02,0.3,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1976.5,4.55,0.28,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1977.5,5.05,0.3,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1978.5,4.85,0.3,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1979.5,5.11,0.31,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1980.5,4.26,0.28,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1981.5,5.23,0.31,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1982.5,5.42,0.32,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1983.5,4.87,0.3,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1984.5,4.75,0.3,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1985.5,4.16,0.28,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1986.5,4.37,0.28,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1987.5,3.88,0.26,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1988.5,4.57,0.28,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1989.5,4.35,0.27,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1990.5,4.08,0.26,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1991.5,4.67,0.27,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1992.5,4.46,0.27,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1993.5,4.13,0.27,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1994.5,4.16,0.27,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1995.5,3.57,0.25,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1996.5,3.19,0.24,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1997.5,3.16,0.24,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1998.5,3.2,0.26,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1999.5,3.27,0.27,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2000.5,2.64,0.25,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2001.5,2.65,0.26,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2002.5,2.71,0.27,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2003.5,2.17,0.24,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2004.5,2.31,0.25,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2005.5,2.82,0.29,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2006.5,2.84,0.31,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2007.5,2.99,0.32,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2008.5,2.81,0.31,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2009.5,2.25,0.28,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2010.5,1.73,0.25,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2011.5,2.05,0.27,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2012.5,1.86,0.26,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2013.5,1.63,0.23,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2014.5,2.02,0.26,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2015.5,1.91,0.25,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2016.5,1.49,0.22,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2017.5,1.65,0.23,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2018.5,1.41,0.22,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2019.5,1.3,0.21,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2020.5,1.24,0.2,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2021.5,1.43,0.22,1,600
Lithuania,LTU,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,2022.5,0.81,0.17,1,600
Lithuania,LTU,Statistical Survey,2018,Mortality Rate age 5-14,Total,Household Deaths,Others,Household Deaths,1,2017.5,1.65,,1,7647
Lithuania,LTU,Census,2011,Mortality Rate age 5-14,Total,Household Deaths,Census,Household Deaths,1,2010.8,1.89,,1,4831
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,1961,4.35,0.68,0,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1962.5,6.37,1.14,0,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,1964,4.48,0.67,0,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,1966,3.76,0.61,0,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1967.5,5.75,1.06,0,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1968.5,5.09,0.99,0,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,1970,4.37,0.65,0,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,1,1971.5,5.19,1.01,1,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,1973,4.22,0.66,1,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,1975,3.08,0.58,1,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,3,1977.5,2.69,0.45,1,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,1980,3.51,0.66,1,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,1982,3.06,0.61,1,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,3,1984.5,2.17,0.41,1,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,4,1988,2.15,0.35,1,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,4,1992,1.86,0.32,1,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,6,1997,0.95,0.17,1,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,9,2004.5,0.56,0.1,1,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,11,2014.5,0.42,0.08,1,612
Luxembourg,LUX,VR Submitted to WHO/UNIGME 2023 version,2023,Mortality Rate age 5-14,Total,VR,VR,Vital Registration,2,2021,0.44,0.18,1,612
Madagascar,MDG,Enquete Demographique et de Sante (EDSMDV),2021,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2010.2,15.17,2.82,1,7833
Madagascar,MDG,Enquete Demographique et de Sante (EDSMDV),2021,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2012.2,15.18,2.76,1,7833
Madagascar,MDG,Enquete Demographique et de Sante (EDSMDV),2021,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2014.2,12.67,2.08,1,7833
Madagascar,MDG,Enquete Demographique et de Sante (EDSMDV),2021,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2016.2,13.1,2.17,1,7833
Madagascar,MDG,Enquete Demographique et de Sante (EDSMDV),2021,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2018.2,16.9,2.24,1,7833
Madagascar,MDG,Enquete Demographique et de Sante (EDSMDV),2021,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2020.2,19.58,2.82,1,7833
Madagascar,MDG,Multiple Indicator Cluster Survey,2018,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2007.7,23.35,4.57,1,7586
Madagascar,MDG,Multiple Indicator Cluster Survey,2018,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2009.7,21.45,3.58,1,7586
Madagascar,MDG,Multiple Indicator Cluster Survey,2018,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2011.7,17.11,3.4,1,7586
Madagascar,MDG,Multiple Indicator Cluster Survey,2018,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2013.7,13.31,2.21,1,7586
Madagascar,MDG,Multiple Indicator Cluster Survey,2018,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2015.7,17.98,2.74,1,7586
Madagascar,MDG,Multiple Indicator Cluster Survey,2018,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2017.7,23.34,3.18,1,7586
Madagascar,MDG,Census,2018,Mortality Rate age 5-14,Total,Household Deaths,Census,Household Deaths,1,2018,13.41,,1,5256
Madagascar,MDG,Demographic and Health Survey,2008-2009,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1997.8,19.06,3.4,1,4691
Madagascar,MDG,Demographic and Health Survey,2008-2009,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1999.8,21.28,3.68,1,4691
Madagascar,MDG,Demographic and Health Survey,2008-2009,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2001.8,22.48,3.78,1,4691
Madagascar,MDG,Demographic and Health Survey,2008-2009,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2003.8,15.31,2.49,1,4691
Madagascar,MDG,Demographic and Health Survey,2008-2009,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2005.8,16.32,2.42,1,4691
Madagascar,MDG,Demographic and Health Survey,2008-2009,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2007.8,12.97,2.17,1,4691
Madagascar,MDG,Demographic and Health Survey,2003-2004,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,4,1993.8,22.63,4.61,1,1734
Madagascar,MDG,Demographic and Health Survey,2003-2004,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,4,1997.8,28.66,4.56,1,1734
Madagascar,MDG,Demographic and Health Survey,2003-2004,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,4,2001.8,29.06,5.11,1,1734
Madagascar,MDG,Demographic and Health Survey,1997,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1986.7,46.81,8.38,1,1729
Madagascar,MDG,Demographic and Health Survey,1997,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1988.7,62.47,11.26,1,1729
Madagascar,MDG,Demographic and Health Survey,1997,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1990.7,37.01,6.29,1,1729
Madagascar,MDG,Demographic and Health Survey,1997,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1992.7,40.29,6.04,1,1729
Madagascar,MDG,Demographic and Health Survey,1997,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1994.7,28.53,5.39,1,1729
Madagascar,MDG,Demographic and Health Survey,1997,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1996.7,36.44,5.94,1,1729
Madagascar,MDG,Census,1993,Mortality Rate age 5-14,Total,Household Deaths,Census,Household Deaths,1,1993.1,28.67,,1,1319
Madagascar,MDG,Demographic and Health Survey,1992,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1981.3,31.28,6.98,1,1708
Madagascar,MDG,Demographic and Health Survey,1992,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1983.3,44.14,8.11,1,1708
Madagascar,MDG,Demographic and Health Survey,1992,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1985.3,44.76,6.97,1,1708
Madagascar,MDG,Demographic and Health Survey,1992,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1987.3,53.91,7.42,1,1708
Madagascar,MDG,Demographic and Health Survey,1992,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1989.3,42.63,5.97,1,1708
Madagascar,MDG,Demographic and Health Survey,1992,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1991.3,39.58,5.71,1,1708
Malawi,MWI,Multiple Indicator Cluster Survey,2019-2020,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2009,17,3.29,1,7834
Malawi,MWI,Multiple Indicator Cluster Survey,2019-2020,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2011,18.13,3.29,1,7834
Malawi,MWI,Multiple Indicator Cluster Survey,2019-2020,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2013,16.42,3.37,1,7834
Malawi,MWI,Multiple Indicator Cluster Survey,2019-2020,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2015,11.26,2.02,1,7834
Malawi,MWI,Multiple Indicator Cluster Survey,2019-2020,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2017,11.89,2.02,1,7834
Malawi,MWI,Multiple Indicator Cluster Survey,2019-2020,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2019,13.4,2.27,1,7834
Malawi,MWI,Census,2018,Mortality Rate age 5-14,Total,Household Deaths,Census,Household Deaths,1,2018.3,15.6,,1,7167
Malawi,MWI,Demographic and Health Survey,2015-2016,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2004.7,25.31,4.74,1,5952
Malawi,MWI,Demographic and Health Survey,2015-2016,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2006.7,19.79,2.97,1,5952
Malawi,MWI,Demographic and Health Survey,2015-2016,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2008.7,16.32,2.47,1,5952
Malawi,MWI,Demographic and Health Survey,2015-2016,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2010.7,19.03,2.72,1,5952
Malawi,MWI,Demographic and Health Survey,2015-2016,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2012.7,14.68,1.92,1,5952
Malawi,MWI,Demographic and Health Survey,2015-2016,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2014.7,11.56,1.66,1,5952
Malawi,MWI,MDG Endline Survey,2013-2014,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2002.9,16.75,2.77,1,5582
Malawi,MWI,MDG Endline Survey,2013-2014,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2004.9,15.85,2.81,1,5582
Malawi,MWI,MDG Endline Survey,2013-2014,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2006.9,12.77,2.6,1,5582
Malawi,MWI,MDG Endline Survey,2013-2014,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2008.9,15.82,2.55,1,5582
Malawi,MWI,MDG Endline Survey,2013-2014,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2010.9,12.84,2.34,1,5582
Malawi,MWI,MDG Endline Survey,2013-2014,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2012.9,14.76,2.37,1,5582
Malawi,MWI,Demographic and Health Survey,2010,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1999.4,38.32,6.29,1,4692
Malawi,MWI,Demographic and Health Survey,2010,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2001.4,21.74,3.47,1,4692
Malawi,MWI,Demographic and Health Survey,2010,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2003.4,19.2,2.95,1,4692
Malawi,MWI,Demographic and Health Survey,2010,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2005.4,19.37,2.8,1,4692
Malawi,MWI,Demographic and Health Survey,2010,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2007.4,11.9,1.83,1,4692
Malawi,MWI,Demographic and Health Survey,2010,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2009.4,22.42,2.71,1,4692
Malawi,MWI,Census,2008,Mortality Rate age 5-14,Total,Household Deaths,Census,Household Deaths,1,2008,31.72,,0,2434
Malawi,MWI,Multiple Indicator Cluster Survey,2006,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,1995.6,30.03,4.46,1,1845
Malawi,MWI,Multiple Indicator Cluster Survey,2006,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,1997.6,30.7,4.23,1,1845
Malawi,MWI,Multiple Indicator Cluster Survey,2006,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,1999.6,20.61,3.1,1,1845
Malawi,MWI,Multiple Indicator Cluster Survey,2006,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2001.6,17.43,2.98,1,1845
Malawi,MWI,Multiple Indicator Cluster Survey,2006,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2003.6,18.02,2.55,1,1845
Malawi,MWI,Multiple Indicator Cluster Survey,2006,Mortality Rate age 5-14,Total,Direct,MICS,Full Birth Histories,2,2005.6,14.4,2.04,1,1845
Malawi,MWI,Demographic and Health Survey,2004,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1993.7,39.59,8.31,1,1885
Malawi,MWI,Demographic and Health Survey,2004,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1995.7,21.39,4.32,1,1885
Malawi,MWI,Demographic and Health Survey,2004,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1997.7,21.46,4.62,1,1885
Malawi,MWI,Demographic and Health Survey,2004,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1999.7,27.24,4.29,1,1885
Malawi,MWI,Demographic and Health Survey,2004,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2001.7,21.26,3.56,1,1885
Malawi,MWI,Demographic and Health Survey,2004,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,2003.7,19.91,3.29,1,1885
Malawi,MWI,Demographic and Health Survey,2000,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1989.5,29.45,4.79,1,1833
Malawi,MWI,Demographic and Health Survey,2000,Mortality Rate age 5-14,Total,Direct,DHS,Full Birth Histories,2,1991.5,34.56,5.01,1,1833
